#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_017287.1	42603	42857	+	12242301	-	G5O_RS05310	WP_006343709.1	84	MULTISPECIES: hypothetical protein
chr	NC_017287.1	42876	43325	+	12242302	-	G5O_RS05315	WP_006342708.1	149	hypothetical protein
chr	NC_017287.1	43369	44037	+	12242303	-	G5O_RS05320	WP_006342709.1	222	hypothetical protein
chr	NC_017287.1	44039	45367	+	12242304	-	G5O_RS05325	WP_013462577.1	442	EscN/YscN/HrcN family type III secretion system ATPase
chr	NC_017287.1	45388	45906	+	12242305	-	G5O_RS05330	WP_006342711.1	172	hypothetical protein
chr	NC_017287.1	45897	46745	+	12242306	-	G5O_RS05335	WP_006342712.1	282	hypothetical protein
chr	NC_017287.1	46758	47873	+	12242307	-	G5O_RS05340	WP_006342713.1	371	YscQ/HrcQ family type III secretion apparatus protein
chr	NC_017287.1	47891	49399	+	12242308	-	G5O_RS05345	WP_014518317.1	502	serine/threonine protein kinase
chr	NC_017287.1	49396	52119	+	12242309	-	G5O_RS05350	WP_013462580.1	907	type II secretion system protein GspD
chr	NC_017287.1	52762	53838	-	12242312	-	G5O_RS05360	WP_006342717.1	358	protein arginine kinase
chr	NC_017287.1	53822	54340	-	12242313	-	G5O_RS05365	WP_006342718.1	172	excinuclease ABC subunit B
chr	NC_017287.1	54745	55287	-	12242316	-	G5O_RS05380	WP_006342719.1	180	ribosome recycling factor
chr	NC_017287.1	55271	56011	-	12242317	-	G5O_RS05385	WP_006342720.1	246	UMP kinase
chr	NC_017287.1	56027	56875	-	12242318	-	G5O_RS05390	WP_006342721.1	282	elongation factor Ts
chr	NC_017287.1	56875	57705	-	12242319	rpsB	G5O_RS05395	WP_006342722.1	276	30S ribosomal protein S2
chr	NC_017287.1	58085	59293	-	12242321	-	G5O_RS05405	WP_013747314.1	402	porin
chr	NC_017287.1	59898	63170	+	12242322	-	G5O_RS05410	WP_006342724.1	1090	peptidase
chr	NC_017287.1	63238	64245	+	12242323	-	G5O_RS05415	WP_006342725.1	335	tetratricopeptide repeat protein
chr	NC_017287.1	64579	66033	+	12242324	-	G5O_RS05420	WP_006342726.1	484	Fe-S cluster assembly protein SufB
chr	NC_017287.1	66037	66804	+	12242325	sufC	G5O_RS05425	WP_006342727.1	255	Fe-S cluster assembly ATPase SufC
chr	NC_017287.1	66807	68087	+	12242326	-	G5O_RS05430	WP_006342728.1	426	SufD family Fe-S cluster assembly protein
chr	NC_017287.1	68077	69297	+	12242327	-	G5O_RS05435	WP_006342729.1	406	SufS family cysteine desulfurase
chr	NC_017287.1	69301	70089	-	12242328	-	G5O_RS05440	WP_013747316.1	262	polysaccharide deacetylase family protein
chr	NC_017287.1	70283	70936	-	12242330	-	G5O_RS05445	WP_013462581.1	217	hypothetical protein
chr	NC_017287.1	71177	72016	+	12242331	-	G5O_RS05450	WP_006342732.1	279	ParB/RepB/Spo0J family partition protein
chr	NC_017287.1	72050	73018	-	12242332	-	G5O_RS05455	WP_006342733.1	322	ABC transporter ATP-binding protein
chr	NC_017287.1	73011	73973	-	12242333	-	G5O_RS05460	WP_006342734.1	320	ABC transporter ATP-binding protein
chr	NC_017287.1	74027	74701	+	12242334	-	G5O_RS05465	WP_006342735.1	224	TIGR00153 family protein
chr	NC_017287.1	74708	75988	+	12242335	-	G5O_RS05470	WP_006342736.1	426	inorganic phosphate transporter
chr	NC_017287.1	76026	77237	+	12242336	pgk	G5O_RS05475	WP_013462582.1	403	phosphoglycerate kinase
chr	NC_017287.1	77709	79217	+	12242337	-	G5O_RS05480	WP_006342738.1	502	hypothetical protein
chr	NC_017287.1	79231	80403	+	12242338	-	G5O_RS05485	WP_006342739.1	390	hypothetical protein
chr	NC_017287.1	80555	81709	+	12242339	-	G5O_RS05490	WP_006342740.1	384	hypothetical protein
chr	NC_017287.1	81828	82943	+	12242340	-	G5O_RS05495	WP_006342741.1	371	RsmB/NOP family class I SAM-dependent RNA methyltransferase
chr	NC_017287.1	82961	83323	-	23672184	-	G5O_RS05500	WP_006342742.1	120	hypothetical protein
chr	NC_017287.1	83406	84707	-	12242342	-	G5O_RS05505	WP_013462583.1	433	D-alanyl-D-alanine carboxypeptidase
chr	NC_017287.1	84818	85240	+	12242343	-	G5O_RS05510	WP_006342744.1	140	hypothetical protein
chr	NC_017287.1	85241	85666	-	12242344	-	G5O_RS05515	WP_006342745.1	141	anti-sigma regulatory factor
chr	NC_017287.1	85653	86252	-	12242345	-	G5O_RS05520	WP_006342746.1	199	hypothetical protein
chr	NC_017287.1	86269	87225	-	12242346	-	G5O_RS05525	WP_006342747.1	318	hypothetical protein
chr	NC_017287.1	87378	88262	+	12242347	-	G5O_RS05530	WP_006342748.1	294	hypothetical protein
chr	NC_017287.1	88259	91987	-	12242348	-	G5O_RS05535	WP_006342749.1	1242	DNA polymerase III subunit alpha
chr	NC_017287.1	92012	93379	-	12242349	-	G5O_RS05540	WP_006342750.1	455	MFS transporter
chr	NC_017287.1	93625	93825	+	23672185	-	G5O_RS05545	WP_006342751.1	66	hypothetical protein
chr	NC_017287.1	93893	95185	+	12242351	-	G5O_RS05550	WP_013462585.1	430	histidine--tRNA ligase
chr	NC_017287.1	95160	96914	+	12242352	-	G5O_RS05555	WP_006342753.1	584	aspartate--tRNA ligase
chr	NC_017287.1	96990	97757	+	12242353	-	G5O_RS05560	WP_013747318.1	255	FKBP-type peptidyl-prolyl cis-trans isomerase
chr	NC_017287.1	97754	98224	+	12242354	-	G5O_RS05565	WP_006342755.1	156	tRNA (cytidine(34)-2\'-O)-methyltransferase
chr	NC_017287.1	98221	98529	-	12242355	trxA	G5O_RS05570	WP_006342756.1	102	thioredoxin
chr	NC_017287.1	99659	100375	+	12242359	-	G5O_RS05580	WP_006342758.1	238	MULTISPECIES: DUF2709 domain-containing protein
chr	NC_017287.1	100354	100815	+	12242360	-	G5O_RS05585	WP_006342759.1	153	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
chr	NC_017287.1	100825	101574	+	12242361	-	G5O_RS05590	WP_006342760.1	249	DNA polymerase III subunit epsilon
chr	NC_017287.1	101733	102203	+	12242362	-	G5O_RS05595	WP_006342761.1	156	acyl-CoA thioesterase
chr	NC_017287.1	102211	103836	+	12242363	-	G5O_RS05600	WP_006342762.1	541	apolipoprotein N-acyltransferase
chr	NC_017287.1	103866	104708	+	12242364	-	G5O_RS05605	WP_006342763.1	280	UDP-3-O-acyl-N-acetylglucosamine deacetylase
chr	NC_017287.1	104723	105187	+	12242365	fabZ	G5O_RS05610	WP_006342764.1	154	3-hydroxyacyl-ACP dehydratase FabZ
chr	NC_017287.1	105197	106036	+	12242366	-	G5O_RS05615	WP_006342765.1	279	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase
chr	NC_017287.1	106026	106991	+	12242367	-	G5O_RS05620	WP_006342766.1	321	methionyl-tRNA formyltransferase
chr	NC_017287.1	107102	108076	+	12242368	-	G5O_RS05625	WP_006342767.1	324	hypothetical protein
chr	NC_017287.1	108374	109039	+	12242369	-	G5O_RS05630	WP_013462586.1	221	50S ribosomal protein L3
chr	NC_017287.1	109056	109730	+	12242370	-	G5O_RS05635	WP_006342769.1	224	50S ribosomal protein L4
chr	NC_017287.1	109747	110082	+	12242371	-	G5O_RS05640	WP_006342770.1	111	50S ribosomal protein L23
chr	NC_017287.1	110104	110958	+	12242372	rplB	G5O_RS05645	WP_006342771.1	284	MULTISPECIES: 50S ribosomal protein L2
chr	NC_017287.1	110964	111230	+	12242373	rpsS	G5O_RS05650	WP_006342772.1	88	MULTISPECIES: 30S ribosomal protein S19
chr	NC_017287.1	111249	111584	+	12242374	-	G5O_RS05655	WP_013462587.1	111	50S ribosomal protein L22
chr	NC_017287.1	111593	112264	+	12242375	rpsC	G5O_RS05660	WP_006342774.1	223	30S ribosomal protein S3
chr	NC_017287.1	112291	112707	+	12242376	-	G5O_RS05665	WP_006342775.1	138	50S ribosomal protein L16
chr	NC_017287.1	112714	112932	+	12242377	-	G5O_RS05670	WP_006342776.1	72	50S ribosomal protein L29
chr	NC_017287.1	112925	113176	+	12242378	-	G5O_RS05675	WP_006342777.1	83	30S ribosomal protein S17
chr	NC_017287.1	113211	113579	+	12242379	-	G5O_RS05680	WP_006342778.1	122	50S ribosomal protein L14
chr	NC_017287.1	113594	113935	+	12242380	-	G5O_RS05685	WP_006342779.1	113	50S ribosomal protein L24
chr	NC_017287.1	113937	114479	+	12242381	-	G5O_RS05690	WP_006342780.1	180	50S ribosomal protein L5
chr	NC_017287.1	114498	114899	+	12242382	-	G5O_RS05695	WP_006342781.1	133	30S ribosomal protein S8
chr	NC_017287.1	114931	115482	+	12242383	-	G5O_RS05700	WP_006342782.1	183	50S ribosomal protein L6
chr	NC_017287.1	115505	115876	+	12242384	-	G5O_RS05705	WP_006342783.1	123	50S ribosomal protein L18
chr	NC_017287.1	115892	116389	+	12242385	rpsE	G5O_RS05710	WP_006342784.1	165	MULTISPECIES: 30S ribosomal protein S5
chr	NC_017287.1	116382	116816	+	12242386	-	G5O_RS05715	WP_006342785.1	144	50S ribosomal protein L15
chr	NC_017287.1	116841	118214	+	12242387	-	G5O_RS05720	WP_006342786.1	457	preprotein translocase subunit SecY
chr	NC_017287.1	118270	118638	+	12242388	-	G5O_RS05725	WP_006342787.1	122	MULTISPECIES: 30S ribosomal protein S13
chr	NC_017287.1	118659	119057	+	12242389	-	G5O_RS05730	WP_006342788.1	132	MULTISPECIES: 30S ribosomal protein S11
chr	NC_017287.1	119078	120208	+	12242390	-	G5O_RS05735	WP_013462588.1	376	DNA-directed RNA polymerase subunit alpha
chr	NC_017287.1	120217	120645	+	12242391	-	G5O_RS05740	WP_006342790.1	142	MULTISPECIES: 50S ribosomal protein L17
chr	NC_017287.1	120684	121691	+	12242392	gap	G5O_RS05745	WP_006342791.1	335	type I glyceraldehyde-3-phosphate dehydrogenase
chr	NC_017287.1	121704	122525	+	12242393	-	G5O_RS05750	WP_006342792.1	273	hypothetical protein
chr	NC_017287.1	123035	123937	+	12242396	-	G5O_RS05760	WP_013462589.1	300	hypothetical protein
chr	NC_017287.1	124045	124551	+	12242397	-	G5O_RS05765	WP_006342794.1	168	crossover junction endodeoxyribonuclease RuvC
chr	NC_017287.1	124551	125174	+	12242398	-	G5O_RS05770	WP_006342795.1	207	Holliday junction branch migration protein RuvA
chr	NC_017287.1	125245	125670	+	12242399	-	G5O_RS05775	WP_006342796.1	141	nucleoside-diphosphate kinase
chr	NC_017287.1	125683	126387	-	12242400	-	G5O_RS05780	WP_006342797.1	234	lipoate--protein ligase family protein
chr	NC_017287.1	126374	128209	-	12242401	-	G5O_RS05785	WP_006342798.1	611	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG
chr	NC_017287.1	128220	128309	-	31513673	-	G5O_RS10280	WP_072667724.1	29	MULTISPECIES: AURKAIP1/COX24 domain-containing protein
chr	NC_017287.1	128384	128566	+	31513674	-	G5O_RS10285	WP_014944136.1	60	hypothetical protein
chr	NC_017287.1	128671	130089	-	12242402	dnaB	G5O_RS05790	WP_006342799.1	472	replicative DNA helicase
chr	NC_017287.1	130753	131259	+	12242404	-	G5O_RS05800	WP_006342800.1	168	CDP-alcohol phosphatidyltransferase family protein
chr	NC_017287.1	131495	133144	+	12242405	-	G5O_RS05805	WP_006342801.1	549	NTP/H+ exchange transporter Npt2
chr	NC_017287.1	133253	134254	+	12242406	-	G5O_RS05810	WP_006342802.1	333	S49 family peptidase
chr	NC_017287.1	134282	136891	+	12242407	-	G5O_RS05815	WP_006342803.1	869	DNA polymerase I
chr	NC_017287.1	136885	137493	+	12242408	-	G5O_RS05820	WP_006342804.1	202	dephospho-CoA kinase
chr	NC_017287.1	137490	138884	+	12242409	rho	G5O_RS05825	WP_006342805.1	464	MULTISPECIES: transcription termination factor Rho
chr	NC_017287.1	139150	139410	-	12242411	-	G5O_RS05830	WP_006342807.1	86	hypothetical protein
chr	NC_017287.1	139472	140092	+	12242412	-	G5O_RS05835	WP_013747321.1	206	orotate phosphoribosyltransferase
chr	NC_017287.1	140228	141556	+	12242413	glgC	G5O_RS05840	WP_006342809.1	442	glucose-1-phosphate adenylyltransferase
chr	NC_017287.1	141672	142415	+	12242414	-	G5O_RS05845	WP_006342810.1	247	phoshohydrolase
chr	NC_017287.1	142412	142975	+	12242415	rsmD	G5O_RS05850	WP_006342811.1	187	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
chr	NC_017287.1	143176	143928	+	12242416	-	G5O_RS05855	WP_006342812.1	250	ABC transporter substrate-binding protein
chr	NC_017287.1	143933	144889	-	12242417	-	G5O_RS05860	WP_006342813.1	318	ferrochelatase
chr	NC_017287.1	144983	145990	+	12242418	-	G5O_RS05865	WP_006342814.1	335	hypothetical protein
chr	NC_017287.1	146044	146367	+	12242419	-	G5O_RS05870	WP_006342815.1	107	hypothetical protein
chr	NC_017287.1	146749	146967	-	23672186	-	G5O_RS05875	WP_006342817.1	72	hypothetical protein
chr	NC_017287.1	147144	147326	+	12242422	-	G5O_RS05880	WP_014943322.1	60	hypothetical protein
chr	NC_017287.1	147554	147802	+	12242423	-	G5O_RS05885	WP_013462593.1	82	hypothetical protein
chr	NC_017287.1	148726	150843	+	12242424	-	G5O_RS05890	WP_006342820.1	705	peptide ABC transporter substrate-binding protein
chr	NC_017287.1	150825	152294	+	12242425	-	G5O_RS05895	WP_006342821.1	489	ABC transporter permease
chr	NC_017287.1	152298	154031	+	12242426	-	G5O_RS05900	WP_006342822.1	577	ABC transporter permease
chr	NC_017287.1	154028	154555	-	12242427	-	G5O_RS05905	WP_006342823.1	175	methylated-DNA-
chr	NC_017287.1	154567	155538	-	12242428	-	G5O_RS05910	WP_006342824.1	323	toxin-antitoxin system YwqK family antitoxin
chr	NC_017287.1	155535	157919	-	12242429	-	G5O_RS05915	WP_006342825.1	794	phenylalanine--tRNA ligase subunit beta
chr	NC_017287.1	158027	159112	+	12242430	-	G5O_RS05920	WP_006342826.1	361	LysM peptidoglycan-binding domain-containing protein
chr	NC_017287.1	159036	159347	-	31513675	-	G5O_RS10290	WP_013462594.1	103	membrane protein insertion efficiency factor YidD
chr	NC_017287.1	159337	160131	-	12242432	-	G5O_RS05925	WP_006342827.1	264	RMD1 family protein
chr	NC_017287.1	160412	161002	+	12242434	-	G5O_RS05935	WP_006342828.1	196	hypothetical protein
chr	NC_017287.1	160976	161701	-	12242435	-	G5O_RS05940	WP_006342829.1	241	DNA repair protein RecO
chr	NC_017287.1	161706	162290	-	12242436	-	G5O_RS05945	WP_013462595.1	194	membrane protein
chr	NC_017287.1	162235	162918	-	12242437	-	G5O_RS05950	WP_006342831.1	227	hypothetical protein
chr	NC_017287.1	163219	164379	-	12242439	-	G5O_RS05960	WP_006342832.1	386	sigma-54-dependent Fis family transcriptional regulator
chr	NC_017287.1	164563	167601	+	12242440	-	G5O_RS05965	WP_006342833.1	1012	hypothetical protein
chr	NC_017287.1	167617	168669	-	12242441	-	G5O_RS05970	WP_013462596.1	350	PAS domain-containing protein
chr	NC_017287.1	168650	168997	-	12242442	-	G5O_RS05975	WP_013462597.1	115	hypothetical protein
chr	NC_017287.1	169203	169910	-	12242444	-	G5O_RS05985	WP_013462598.1	235	hypothetical protein
chr	NC_017287.1	170035	170724	+	12242445	-	G5O_RS05990	WP_013462599.1	229	HAD family phosphatase
chr	NC_017287.1	170670	171476	-	12242446	-	G5O_RS05995	WP_006342837.1	268	tRNA pseudouridine(38-40) synthase TruA
chr	NC_017287.1	171473	172111	-	12242447	-	G5O_RS06000	WP_006342838.1	212	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
chr	NC_017287.1	172101	173075	-	12242448	-	G5O_RS06005	WP_006342839.1	324	UDP-2,3-diacylglucosamine diphosphatase LpxG
chr	NC_017287.1	173147	173410	-	12242449	-	G5O_RS06010	WP_006342840.1	87	MULTISPECIES: SWIB/MDM2 domain protein
chr	NC_017287.1	174796	175308	+	12242451	-	G5O_RS06020	WP_006342842.1	170	GNAT family N-acetyltransferase
chr	NC_017287.1	175348	175899	+	12242452	-	G5O_RS06025	WP_006342843.1	183	hypothetical protein
chr	NC_017287.1	175886	176602	+	12242453	-	G5O_RS06030	WP_006342844.1	238	YebC/PmpR family DNA-binding transcriptional regulator
chr	NC_017287.1	176643	179255	-	12242454	-	G5O_RS06035	WP_006342845.1	870	type III secretion system actin-recruiting effector Tarp
chr	NC_017287.1	179487	180821	+	12242455	murA	G5O_RS06040	WP_006342846.1	444	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
chr	NC_017287.1	180824	182512	-	12242456	-	G5O_RS06045	WP_006342847.1	562	arginine--tRNA ligase
chr	NC_017287.1	182513	183160	-	12242457	-	G5O_RS06050	WP_006342848.1	215	1-acyl-sn-glycerol-3-phosphate acyltransferase
chr	NC_017287.1	183157	183807	-	12242458	-	G5O_RS06055	WP_006342849.1	216	(d)CMP kinase
chr	NC_017287.1	183804	184724	-	12242459	-	G5O_RS06060	WP_006342850.1	306	phosphatidate cytidylyltransferase
chr	NC_017287.1	184727	185479	-	12242460	-	G5O_RS06065	WP_013462601.1	250	isoprenyl transferase
chr	NC_017287.1	185509	185697	-	31513676	-	G5O_RS10295	WP_020348796.1	62	hypothetical protein
chr	NC_017287.1	185769	185963	-	31513677	-	G5O_RS10300	WP_014518333.1	64	hypothetical protein
chr	NC_017287.1	186074	187183	+	12242462	-	G5O_RS06070	WP_006342853.1	369	hypothetical protein
chr	NC_017287.1	187431	191645	+	12242463	-	G5O_RS06075	WP_013462602.1	1404	protein translocase subunit SecDF
chr	NC_017287.1	191737	193509	+	12242464	recJ	G5O_RS06080	WP_006342856.1	590	single-stranded-DNA-specific exonuclease RecJ
chr	NC_017287.1	193963	195111	+	12242465	-	G5O_RS06085	WP_013462603.1	382	hypothetical protein
chr	NC_017287.1	195736	196284	+	12242466	-	G5O_RS06090	WP_006342858.1	182	DNA-binding protein
chr	NC_017287.1	196551	198068	+	12242467	-	G5O_RS06095	WP_006342859.1	505	glutamate--tRNA ligase
chr	NC_017287.1	198117	198305	-	23672187	-	G5O_RS06100	WP_016961620.1	62	hypothetical protein
chr	NC_017287.1	198742	199005	+	12242468	-	G5O_RS06105	WP_006342860.1	87	small cysteine-rich outer membrane protein omcA
chr	NC_017287.1	199171	200844	+	12242469	-	G5O_RS06110	WP_013462604.1	557	large cysteine-rich periplasmic protein omcB
chr	NC_017287.1	201051	201533	+	12242470	-	G5O_RS06115	WP_013462605.1	160	cysteine-rich outer membrane protein
chr	NC_017287.1	201583	203538	-	23672188	-	G5O_RS06120	WP_006342863.1	651	carboxy terminal-processing peptidase
chr	NC_017287.1	203666	203944	-	12242473	-	G5O_RS06125	WP_006342865.1	92	hypothetical protein
chr	NC_017287.1	204045	204995	+	12242474	-	G5O_RS06130	WP_006342866.1	316	hypothetical protein
chr	NC_017287.1	205191	205562	+	12242476	-	G5O_RS06135	WP_006342868.1	123	MULTISPECIES: 30S ribosomal protein S12
chr	NC_017287.1	205606	206079	+	12242477	-	G5O_RS06140	WP_006342869.1	157	30S ribosomal protein S7
chr	NC_017287.1	206121	208205	+	12242478	fusA	G5O_RS06145	WP_006342870.1	694	elongation factor G
chr	NC_017287.1	208213	208530	+	12242479	-	G5O_RS06150	WP_013747327.1	105	30S ribosomal protein S10
chr	NC_017287.1	208548	209597	+	12242480	-	G5O_RS06155	WP_006342872.1	349	sulfite reductase flavoprotein subunit alpha
chr	NC_017287.1	209594	210124	-	12242481	-	G5O_RS06160	WP_013462606.1	176	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
chr	NC_017287.1	210421	210828	+	12242482	-	G5O_RS06165	WP_013747328.1	135	hypothetical protein
chr	NC_017287.1	211157	211477	+	12242484	rplU	G5O_RS06175	WP_006342875.1	106	50S ribosomal protein L21
chr	NC_017287.1	211508	211756	+	12242485	-	G5O_RS06180	WP_006342876.1	82	MULTISPECIES: 50S ribosomal protein L27
chr	NC_017287.1	211873	212880	+	12242487	-	G5O_RS06185	WP_006342877.1	335	GTPase ObgE
chr	NC_017287.1	212778	213671	-	31513678	-	G5O_RS10305	WP_006342878.1	297	metal ABC transporter permease
chr	NC_017287.1	213668	214387	-	12242489	-	G5O_RS06190	WP_006342879.1	239	metal ABC transporter ATP-binding protein
chr	NC_017287.1	214384	215220	-	12242490	-	G5O_RS06195	WP_006342880.1	278	metal ABC transporter substrate-binding protein
chr	NC_017287.1	215812	216450	+	12242492	thiE	G5O_RS06205	WP_006342881.1	212	thiamine phosphate synthase
chr	NC_017287.1	216444	217232	+	12242493	-	G5O_RS06210	WP_013747329.1	262	hydroxyethylthiazole kinase
chr	NC_017287.1	217354	222747	-	12242494	-	G5O_RS06215	WP_006342883.1	1797	autotransporter domain-containing protein
chr	NC_017287.1	222947	225748	-	12242495	-	G5O_RS06220	WP_006342884.1	933	autotransporter domain-containing protein
chr	NC_017287.1	225969	226271	-	12242496	-	G5O_RS06225	WP_006342885.1	100	YtxH domain-containing protein
chr	NC_017287.1	226294	226647	-	12242497	-	G5O_RS06230	WP_013462607.1	117	hypothetical protein
chr	NC_017287.1	226850	228199	-	12242498	-	G5O_RS06235	WP_006342887.1	449	sodium:alanine symporter family protein
chr	NC_017287.1	228266	228763	-	12242499	-	G5O_RS06240	WP_006342888.1	165	lipoprotein signal peptidase
chr	NC_017287.1	228769	229143	-	12242668	-	G5O_RS06245	WP_006342889.1	124	MULTISPECIES: RNA polymerase-binding transcription factor
chr	NC_017287.1	229173	229631	-	12242669	-	G5O_RS06250	WP_006342890.1	152	MULTISPECIES: transcriptional regulator NrdR
chr	NC_017287.1	229849	230442	+	12242670	-	G5O_RS06255	WP_006342891.1	197	riboflavin synthase
chr	NC_017287.1	230455	231279	+	12242671	-	G5O_RS06260	WP_006342892.1	274	class I SAM-dependent rRNA methyltransferase
chr	NC_017287.1	231267	232064	+	12242672	-	G5O_RS06265	WP_006342893.1	265	RNA methyltransferase
chr	NC_017287.1	232316	233419	+	12242673	-	G5O_RS06270	WP_006342894.1	367	tetraacyldisaccharide 4\'-kinase
chr	NC_017287.1	233423	234691	+	12242674	-	G5O_RS06275	WP_006342895.1	422	dicarboxylate/amino acid:cation symporter
chr	NC_017287.1	234704	235873	+	12242675	-	G5O_RS06280	WP_006342896.1	389	2-oxo acid dehydrogenase subunit E2
chr	NC_017287.1	235905	236894	+	12242676	-	G5O_RS06285	WP_006342897.1	329	KpsF/GutQ family sugar-phosphate isomerase
chr	NC_017287.1	237310	238074	-	12242677	-	G5O_RS06290	WP_006342898.1	254	hypothetical protein
chr	NC_017287.1	238536	239615	-	12242678	-	G5O_RS06295	WP_006342899.1	359	hypothetical protein
chr	NC_017287.1	239703	240023	-	23672189	-	G5O_RS06300	WP_013462608.1	106	hypothetical protein
chr	NC_017287.1	240089	240754	-	12242681	-	G5O_RS06305	WP_006342901.1	221	uroporphyrinogen-III synthase
chr	NC_017287.1	241069	242562	+	12242682	-	G5O_RS06310	WP_006342902.1	497	glycine hydroxymethyltransferase
chr	NC_017287.1	242582	243160	+	12242683	-	G5O_RS06315	WP_006342903.1	192	ATP-dependent Clp protease proteolytic subunit
chr	NC_017287.1	243129	243911	+	12242684	-	G5O_RS06320	WP_006342904.1	260	diaminopimelate epimerase
chr	NC_017287.1	244046	245038	+	12242685	-	G5O_RS06325	WP_006342905.1	330	UPF0158 family protein
chr	NC_017287.1	245043	245735	-	12242686	-	G5O_RS06330	WP_013462609.1	230	bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE
chr	NC_017287.1	245710	246492	-	12242687	-	G5O_RS06335	WP_006342907.1	260	hypothetical protein
