#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_004552.2	134233	136842	+	-	-	CAB_RS00680	WP_011096847.1	869	DNA polymerase I
chr	NC_004552.2	136836	137444	+	-	-	CAB_RS00685	WP_041461306.1	202	dephospho-CoA kinase
chr	NC_004552.2	137441	138835	+	-	-	CAB_RS00690	WP_006342805.1	464	MULTISPECIES: transcription termination factor Rho
chr	NC_004552.2	139101	139361	-	-	-	CAB_RS00695	WP_006343797.1	86	hypothetical protein
chr	NC_004552.2	139423	140043	+	-	-	CAB_RS00700	WP_011096849.1	206	orotate phosphoribosyltransferase
chr	NC_004552.2	140181	141509	+	-	-	CAB_RS00705	WP_041461307.1	442	glucose-1-phosphate adenylyltransferase
chr	NC_004552.2	141624	142367	+	-	-	CAB_RS00710	WP_011096851.1	247	phoshohydrolase
chr	NC_004552.2	142364	142927	+	-	-	CAB_RS00715	WP_011096852.1	187	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
chr	NC_004552.2	143128	143880	+	-	-	CAB_RS00720	WP_006343802.1	250	ABC transporter substrate-binding protein
chr	NC_004552.2	143885	144841	-	-	-	CAB_RS00725	WP_011096853.1	318	ferrochelatase
chr	NC_004552.2	144935	145942	+	-	-	CAB_RS00730	WP_011096854.1	335	membrane protein
chr	NC_004552.2	145996	146319	+	-	-	CAB_RS00735	WP_006343805.1	107	MULTISPECIES: hypothetical protein
chr	NC_004552.2	147071	147253	+	-	-	CAB_RS00740	WP_035395245.1	60	hypothetical protein
chr	NC_004552.2	148659	150776	+	-	-	CAB_RS00745	WP_011096856.1	705	peptide ABC transporter substrate-binding protein
chr	NC_004552.2	150758	152227	+	-	-	CAB_RS00750	WP_006343808.1	489	ABC transporter permease
chr	NC_004552.2	152229	153962	+	-	-	CAB_RS00755	WP_011096857.1	577	ABC transporter permease subunit
chr	NC_004552.2	153959	154486	-	-	-	CAB_RS00760	WP_006343810.1	175	methylated-DNA-
chr	NC_004552.2	154498	155469	-	-	-	CAB_RS00765	WP_011096858.1	323	toxin-antitoxin system YwqK family antitoxin
chr	NC_004552.2	155466	157850	-	-	-	CAB_RS00770	WP_011096859.1	794	phenylalanine--tRNA ligase subunit beta
chr	NC_004552.2	157958	159043	+	-	-	CAB_RS00775	WP_011096860.1	361	LysM peptidoglycan-binding domain-containing protein
chr	NC_004552.2	158967	159278	-	-	-	CAB_RS05105	WP_006343814.1	103	membrane protein insertion efficiency factor YidD
chr	NC_004552.2	159268	160062	-	-	-	CAB_RS00780	WP_006343815.1	264	MULTISPECIES: RMD1 family protein
chr	NC_004552.2	160344	160934	+	-	-	CAB_RS00790	WP_011096861.1	196	hypothetical protein
chr	NC_004552.2	160908	161633	-	-	-	CAB_RS00795	WP_011096862.1	241	DNA repair protein RecO
chr	NC_004552.2	161638	162222	-	-	-	CAB_RS00800	WP_011096863.1	194	membrane protein
chr	NC_004552.2	162167	162850	-	-	-	CAB_RS00805	WP_011096864.1	227	hypothetical protein
chr	NC_004552.2	163150	164310	-	-	-	CAB_RS00815	WP_006343820.1	386	sigma-54-dependent Fis family transcriptional regulator
chr	NC_004552.2	164494	167532	+	-	-	CAB_RS00820	WP_011096865.1	1012	membrane protein
chr	NC_004552.2	167548	168600	-	-	-	CAB_RS00825	WP_011096866.1	350	PAS domain-containing protein
chr	NC_004552.2	168581	168970	-	-	-	CAB_RS00830	WP_011096867.1	129	hypothetical protein
chr	NC_004552.2	169139	169804	-	-	-	CAB_RS00840	WP_011096868.1	221	hypothetical protein
chr	NC_004552.2	169965	170654	+	-	-	CAB_RS00845	WP_011096869.1	229	HAD family phosphatase
chr	NC_004552.2	170600	171406	-	-	-	CAB_RS00850	WP_011096870.1	268	tRNA pseudouridine(38-40) synthase TruA
chr	NC_004552.2	171403	172056	-	-	-	CAB_RS00855	WP_006343827.1	217	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
chr	NC_004552.2	172031	173005	-	-	-	CAB_RS00860	WP_011096871.1	324	UDP-2,3-diacylglucosamine diphosphatase LpxG
chr	NC_004552.2	173077	173340	-	-	-	CAB_RS00865	WP_006342840.1	87	MULTISPECIES: SWIB/MDM2 domain protein
chr	NC_004552.2	174726	175238	+	-	-	CAB_RS00875	WP_006343830.1	170	GNAT family N-acetyltransferase
chr	NC_004552.2	175817	176533	+	-	-	CAB_RS00885	WP_006343832.1	238	YebC/PmpR family DNA-binding transcriptional regulator
chr	NC_004552.2	176574	179186	-	-	-	CAB_RS00890	WP_011096873.1	870	type III secretion system actin-recruiting effector Tarp
chr	NC_004552.2	179419	180753	+	-	-	CAB_RS00895	WP_011096874.1	444	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
chr	NC_004552.2	180756	182444	-	-	-	CAB_RS00900	WP_011096875.1	562	arginine--tRNA ligase
chr	NC_004552.2	182445	183092	-	-	-	CAB_RS00905	WP_011096876.1	215	1-acyl-sn-glycerol-3-phosphate acyltransferase
chr	NC_004552.2	183089	183739	-	-	-	CAB_RS00910	WP_006343837.1	216	(d)CMP kinase
chr	NC_004552.2	183736	184656	-	-	-	CAB_RS00915	WP_011096877.1	306	phosphatidate cytidylyltransferase
chr	NC_004552.2	184659	185411	-	-	-	CAB_RS00920	WP_011096878.1	250	isoprenyl transferase
chr	NC_004552.2	185994	187106	+	-	-	CAB_RS00925	WP_011096879.1	370	hypothetical protein
chr	NC_004552.2	187355	191569	+	-	-	CAB_RS00930	WP_011096880.1	1404	protein translocase subunit SecDF
chr	NC_004552.2	191662	193434	+	-	-	CAB_RS00935	WP_011096881.1	590	single-stranded-DNA-specific exonuclease RecJ
chr	NC_004552.2	193885	195033	+	-	-	CAB_RS00940	WP_011096882.1	382	hypothetical protein
chr	NC_004552.2	195654	196196	+	-	-	CAB_RS00945	WP_011096883.1	180	DNA-binding protein
chr	NC_004552.2	196465	197982	+	-	-	CAB_RS00950	WP_011096884.1	505	glutamate--tRNA ligase
chr	NC_004552.2	198031	198219	-	-	-	CAB_RS00955	WP_041461309.1	62	hypothetical protein
chr	NC_004552.2	198658	198921	+	-	-	CAB_RS00960	WP_006343847.1	87	hypothetical protein
chr	NC_004552.2	199087	200760	+	-	-	CAB_RS00965	WP_011096885.1	557	DUF11 domain-containing protein
chr	NC_004552.2	200971	201453	+	-	-	CAB_RS00970	WP_011096886.1	160	cysteine-rich outer membrane protein
chr	NC_004552.2	201503	203458	-	-	-	CAB_RS00975	WP_011096887.1	651	carboxy terminal-processing peptidase
chr	NC_004552.2	203586	203864	-	-	-	CAB_RS00980	WP_006343851.1	92	hypothetical protein
chr	NC_004552.2	203965	204915	+	-	-	CAB_RS00985	WP_006343852.1	316	hypothetical protein
chr	NC_004552.2	205111	205482	+	-	-	CAB_RS00990	WP_006342868.1	123	MULTISPECIES: 30S ribosomal protein S12
chr	NC_004552.2	205526	205999	+	-	-	CAB_RS00995	WP_006343853.1	157	30S ribosomal protein S7
chr	NC_004552.2	206041	208125	+	-	-	CAB_RS01000	WP_011096888.1	694	elongation factor G
chr	NC_004552.2	208133	208450	+	-	-	CAB_RS01005	WP_006342871.1	105	MULTISPECIES: 30S ribosomal protein S10
chr	NC_004552.2	208468	209517	+	-	-	CAB_RS01010	WP_011096889.1	349	sulfite reductase flavoprotein subunit alpha
chr	NC_004552.2	209514	210044	-	-	-	CAB_RS01015	WP_006343857.1	176	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
chr	NC_004552.2	210325	210735	+	-	-	CAB_RS01020	WP_041461310.1	136	hypothetical protein
chr	NC_004552.2	211069	211389	+	-	-	CAB_RS01030	WP_006343859.1	106	50S ribosomal protein L21
chr	NC_004552.2	211420	211668	+	-	-	CAB_RS01035	WP_006342876.1	82	MULTISPECIES: 50S ribosomal protein L27
chr	NC_004552.2	211784	212791	+	-	-	CAB_RS01040	WP_011096890.1	335	GTPase ObgE
chr	NC_004552.2	212689	213582	-	-	-	CAB_RS05110	WP_011096891.1	297	metal ABC transporter permease
chr	NC_004552.2	213579	214298	-	-	-	CAB_RS01050	WP_011096892.1	239	metal ABC transporter ATP-binding protein
chr	NC_004552.2	214295	215131	-	-	-	CAB_RS01055	WP_006343863.1	278	metal ABC transporter substrate-binding protein
chr	NC_004552.2	215725	216363	+	-	-	CAB_RS01065	WP_006343864.1	212	thiamine phosphate synthase
chr	NC_004552.2	216357	217145	+	-	-	CAB_RS01070	WP_011096893.1	262	hydroxyethylthiazole kinase
chr	NC_004552.2	217265	222631	-	-	-	CAB_RS01075	WP_011096894.1	1788	autotransporter domain-containing protein
chr	NC_004552.2	222833	225634	-	-	-	CAB_RS01080	WP_011096895.1	933	autotransporter domain-containing protein
chr	NC_004552.2	225855	226157	-	-	-	CAB_RS01085	WP_006343868.1	100	YtxH domain-containing protein
chr	NC_004552.2	226182	226535	-	-	-	CAB_RS01090	WP_011096896.1	117	hypothetical protein
chr	NC_004552.2	226736	228085	-	-	-	CAB_RS01095	WP_011096897.1	449	amino acid carrier protein
chr	NC_004552.2	228151	228648	-	-	-	CAB_RS01100	WP_011096898.1	165	lipoprotein signal peptidase
chr	NC_004552.2	228654	229028	-	-	-	CAB_RS01105	WP_006342889.1	124	MULTISPECIES: RNA polymerase-binding transcription factor
chr	NC_004552.2	229059	229517	-	-	-	CAB_RS01110	WP_006342890.1	152	MULTISPECIES: transcriptional regulator NrdR
chr	NC_004552.2	229735	230328	+	-	-	CAB_RS01115	WP_011096899.1	197	riboflavin synthase
chr	NC_004552.2	230341	231165	+	-	-	CAB_RS01120	WP_011096900.1	274	class I SAM-dependent rRNA methyltransferase
chr	NC_004552.2	231153	231950	+	-	-	CAB_RS01125	WP_011096901.1	265	RNA methyltransferase
chr	NC_004552.2	232181	233302	+	-	-	CAB_RS01130	WP_011096902.1	373	tetraacyldisaccharide 4\'-kinase
chr	NC_004552.2	233306	234556	+	-	-	CAB_RS01135	WP_011096903.1	416	dicarboxylate/amino acid:cation symporter
chr	NC_004552.2	234569	235738	+	-	-	CAB_RS01140	WP_011096904.1	389	2-oxo acid dehydrogenase subunit E2
chr	NC_004552.2	235769	236758	+	-	-	CAB_RS01145	WP_011096905.1	329	KpsF/GutQ family sugar-phosphate isomerase
chr	NC_004552.2	237176	237940	-	-	-	CAB_RS01150	WP_011096906.1	254	hypothetical protein
chr	NC_004552.2	239539	239880	-	-	-	CAB_RS01160	WP_011096908.1	113	hypothetical protein
chr	NC_004552.2	239947	240612	-	-	-	CAB_RS01165	WP_011096909.1	221	uroporphyrinogen-III synthase
chr	NC_004552.2	240926	242419	+	-	-	CAB_RS01170	WP_011096910.1	497	serine hydroxymethyltransferase
chr	NC_004552.2	242439	243017	+	-	-	CAB_RS01175	WP_006343884.1	192	MULTISPECIES: ATP-dependent Clp protease proteolytic subunit
chr	NC_004552.2	242986	243768	+	-	-	CAB_RS01180	WP_011096911.1	260	diaminopimelate epimerase
chr	NC_004552.2	243900	244892	+	-	-	CAB_RS01185	WP_006343886.1	330	UPF0158 family protein
chr	NC_004552.2	244897	245589	-	-	-	CAB_RS01190	WP_011096912.1	230	bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE
chr	NC_004552.2	245570	246346	-	-	-	CAB_RS01195	WP_011096913.1	258	hypothetical protein
chr	NC_004552.2	246319	247431	-	-	-	CAB_RS01200	WP_011096914.1	370	CofH family radical SAM protein
chr	NC_004552.2	247400	247618	-	-	-	CAB_RS05115	WP_006343890.1	72	hypothetical protein
chr	NC_004552.2	247651	249513	-	-	-	CAB_RS01205	WP_011096915.1	620	DUF3604 domain-containing protein
chr	NC_004552.2	249580	249930	-	-	-	CAB_RS01210	WP_041461313.1	116	STAS domain-containing protein
chr	NC_004552.2	250046	251170	-	-	-	CAB_RS01215	WP_011096917.1	374	HlyC/CorC family transporter
chr	NC_004552.2	251172	251648	-	-	-	CAB_RS01220	WP_011096918.1	158	rRNA maturation RNase YbeY
chr	NC_004552.2	251667	251828	-	-	-	CAB_RS05120	WP_011096919.1	53	small basic protein
chr	NC_004552.2	251846	252007	-	-	-	CAB_RS05125	WP_011096920.1	53	hypothetical protein
chr	NC_004552.2	252146	252790	-	-	-	CAB_RS01225	WP_011096921.1	214	DUF502 domain-containing protein
chr	NC_004552.2	252971	253543	-	-	-	CAB_RS01230	WP_006343897.1	190	DNA-3-methyladenine glycosylase
chr	NC_004552.2	253543	255591	-	-	-	CAB_RS01235	WP_011096922.1	682	VacB/RNase II family 3\'-5\' exoribonuclease
chr	NC_004552.2	255745	257724	-	-	-	CAB_RS01240	WP_011096923.1	659	molecular chaperone DnaK
chr	NC_004552.2	257750	258325	-	-	-	CAB_RS01245	WP_011096924.1	191	nucleotide exchange factor GrpE
chr	NC_004552.2	258322	259482	-	-	-	CAB_RS01250	WP_011096925.1	386	heat-inducible transcriptional repressor HrcA
chr	NC_004552.2	259591	261324	-	-	-	CAB_RS01255	WP_011096926.1	577	proline--tRNA ligase
chr	NC_004552.2	261590	262786	+	-	-	CAB_RS01260	WP_011096927.1	398	hypothetical protein
chr	NC_004552.2	262893	263837	+	-	-	CAB_RS01265	WP_011096928.1	314	hypothetical protein
chr	NC_004552.2	263842	264132	+	-	-	CAB_RS01270	WP_011096929.1	96	DUF167 domain-containing protein
